id;reference;variation_index;rhythm_type;melody;clef;alter;support_sound;height;tempo;bar;note_length;;
1478;1291;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1479;1292;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1480;1293;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1481;1294;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1482;1295;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1483;1296;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1484;1297;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1485;1298;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1486;1299;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1487;1300;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1488;1301;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1489;1302;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1490;1303;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1491;1304;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1492;1305;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1493;1306;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1494;1307;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1495;1308;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1496;1309;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1497;1310;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1498;1311;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1499;1312;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1500;1313;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1501;1314;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1502;1315;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1503;1316;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1504;1317;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1505;1318;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1506;1319;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1507;1320;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1508;1321;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1509;1322;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1510;1323;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1511;1324;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1512;1325;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1513;1326;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1514;1327;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1515;1328;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1516;1329;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1517;1330;1;1;GG/A/ BA BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1518;1331;1;1;AA AA cd cB | cA AA Bc AA;&;;a;0;0;0;1/8;;
1519;1331;2;1;AA AA !mark!A!mark!c !mark!d!mark!c | cA AA !mark!A!mark!B !mark!cA;&;;a;0;0;0;1/8;;
1520;1332;1;1;AA cB dc AA | dd cc AA AA;&;;a;0;0;0;1/8;;
1521;1333;1;1;AB cc dc dA | cc BB AA AA;&;;a;0;0;0;1/8;;
1522;1333;2;1;AB cc dc dA | cc B!mark!A A!mark!B AA;&;;a;0;0;0;1/8;;
1523;1334;1;1;B/A/d dc dA/B/ cA | B/A/d/c/ BA/B/ cA AA;&;;a;0;0;0;1/8;;
1524;1335;1;1;EF GF EF GG | FG AF EF EE;&;^F;e;0;0;0;1/8;;
1525;1336;1;1;FD FG FE GF | EF GE FE DD;&;;d;0;0;0;1/8;;
1526;1337;1;1;GA BG BA GB | cc BG BA GG;&;_B _E;g;0;0;0;1/8;;
1527;1338;1;1;GG/A/ BG Bc/B/ AG | Bc BG BA/G/ ^FG;&;_B _E;g;0;0;0;1/8;;
1528;1339;1;1;Ac AB GB cc | Bc AB GB AA;&;;a,g;0;0;0;1/8;;
1529;1340;1;1;dd AA BB dd | cc BB GB AA;&;;a,g;0;0;0;1/8;;
1530;1340;2;1;dd AA BB dd | !mark!d!mark!d BB GB AA;&;;a,g;0;0;0;1/8;;
1531;1341;1;1;GG/A/ BA BA GG | GG/A/ BA/G/ AG GG;&;^F;g;0;0;0;1/8;;
1532;1342;1;4;BA/c/2 BA2 cA/c/2 BG2 | BA/c/2 BA2 AG2 GG2;&;;g;0;0;0;1/8;;
1533;1343;1;4;GA2 FA2 GG2 GG2 | cc2 BB/G/2 BA2 GG2;&;^F;g;0;0;0;1/8;;
1534;1343;2;4;!mark!FA2 FA2 GG2 GG2 | cc2 BB/G/2 BA2 GG2;&;^F;g;0;0;0;1/8;;
1535;1344;1;13;A/A/ B/^c/ dA Gd | C/B/ A/A/ cB AA;&;;a;0;0;0;1/8;;
1536;1345;1;13;A/A/ B/c/ dA Gd | C/B/ A/A/ cB AA;&;;a;0;0;0;1/8;;
1537;1347;1;13;A/A/ A/B/ dc/B/ Ad | d/A/ d/d/ cc/B/ AA;&;;a;0;0;0;1/8;;
1538;1347;2;13;A/A/ !mark!B/!mark!c/ dc/B/ Ad | d/A/ d/d/ cc/B/ AA;&;;a;0;0;0;1/8;;
1539;1348;1;13;A/A/ A/B/ dc/B/ Ad | d/A/ d/d/ cc/B/ AA;&;;a;0;0;0;1/8;;
1540;1348;2;13;A/A/ !mark!B/!mark!c/ dc/B/ Ad | d/A/ d/d/ cc/B/ AA;&;;a;0;0;0;1/8;;
1541;1351;1;5;FF F2 A2 | FF F2 A2 | BB A2 G2 GF F2 F2;&;_B;f;0;0;0;1/8;;
1542;1352;1;5;FF A2 G/F/2 | AA G2 E2 | EE G2 G2 GF F2 F2;&;;f;0;0;0;1/8;;
1543;1353;1;5;A_B d2 d2 | cA A2 A2 | AB c2 c/B/2 BA A2 A2;&;;a;0;0;0;1/8;;
1544;1354;1;5;GA c2 c2 | BB B/A/2 G2 | Ac B2 A2 GA G2 G2;&;_B;g;0;0;0;1/8;;
1545;1356;1;1;AA/B/ cc AA/B/ cc | dA dc/B/ AB AA;&;;a;0;0;0;1/8;;
1546;1357;1;1/2A;BB/c/ dd/c/ BB/c/ dd | eB ed/c/ Bc B2 B2;&;;h;0;0;0;1/8;;
1547;1358;1;1;BB CB DC BB | DE DC DC BB;&;^C ^D;h;0;0;0;1/8;;
1548;1360;1;1;FF FA cA GE | cA GE AF FF;&;;f;0;0;0;1/8;;
1549;1361;1;1;BB dd dB BA | dB BA AG GG;&;_B _E;g;0;0;0;1/8;;
1550;1362;1;1;Ac BA GB ee | Ac BA GB AA;&;^G;a;0;0;0;1/8;;
1551;1363;1;1;GG GB dc AB | dA BA GG GD;&;_B _E;g;0;0;0;1/8;;
1552;1364;1;1;cA AG GE FG | AF ED GG GG;&;;g;0;1/4=72;0;1/8;;
1553;1365;1;1;cA AG GE FG | AF ED GG GG;&;;g;0;1/4=72;0;1/8;;
1554;1366;1;1;cA AG GE FG | AF ED GG GG;&;;g;0;1/4=72;0;1/8;;
1555;1368;1;1;GG cc BA GE | AG FD EG EF;&;;0;0;0;0;1/8;;
1556;1368;2;1;GG cc BA GE | AG FD !mark!G!mark!F E!mark!E;&;;0;0;0;0;1/8;;
1557;1368;1;1;GG cc BA GE | AG FD EG EF;&;;0;0;0;0;1/8;;
1558;1368;2;1;GG c!mark!B !mark!A!mark!G GE | AG !mark!ED !mark!G!mark!F E!mark!E;&;;0;0;0;0;1/8;;
1559;1369;1;1;GG cc BA GE | AG FD EG EF;&;;e;0;0;0;1/8;;
1560;1369;2;1;GG cc BA GE | AG FD !mark!G!mark!F E!mark!E;&;;e;0;0;0;1/8;;
1561;1370;1;1;GG cc BA GE | AG FD EG EF;&;;e;0;0;0;1/8;;
1562;1370;2;1;GG cc BA GE | AG FD !mark!G!mark!F E!mark!E;&;;e;0;0;0;1/8;;
1563;1371;1;1;GG cc BA GE | AG FD EG EF;&;;e;0;0;0;1/8;;
1564;1371;2;1;GG cc BA GE | AG FD !mark!G!mark!F E!mark!E;&;;e;0;0;0;1/8;;
1565;1372;1;1;GG cc BA GE | AG FD EG EF;&;;e;0;0;0;1/8;;
1566;1372;2;1;GG cc BA GE | AG FD !mark!G!mark!F E!mark!E;&;;e;0;0;0;1/8;;
1567;1373;1;1;GG cc BA GE | AG FD EG EF;&;;e;0;0;0;1/8;;
1568;1373;2;1;GG cc BA GE | AG FD !mark!G!mark!F E!mark!E;&;;e;0;0;0;1/8;;
1569;1374;1;1;AA dd Ad/c/ BA | BA/G/ FD GG AA;&;^F;g,a;0;0;0;1/8;;
1570;1375;1;1;BG AB cA FA | cB BA AG GG;&;_B;g;0;0;0;1/8;;
1571;1375;2;1;BG !mark!B!mark!A cA FA | cB B!mark!B AG GG;&;_B;g;0;0;0;1/8;;
1572;1376;1;1;BG AB cA FA | cA BB AG GG;&;_B;g;0;0;0;1/8;;
1573;1377;1;1;GE GE GE CC | FD F/E/D DC CC;&;;c;0;0;0;1/8;;
1574;1378;1;1;GG AA GE FD | cB AB dc cc;&;;c;0;1/4=100;0;1/8;;
1575;1379;1;1;GG/B/ dc dG GB | dd/c/ AB cA AA;&;_B;g,a;0;0;0;1/8;;
1576;1380;1;1;AA ed ec cA | cB AG BA AA;&;_B;a;0;0;0;1/8;;
1577;1380;2;1;AA !mark!f!mark!e !mark!fc cA | cB AG BA AA;&;_B;a;0;0;0;1/8;;
1578;1381;1;1;AA ed ec cA | cB AG BA AA;&;_B;a;0;0;0;1/8;;
1579;1382;1;1;AA ed ec cA | cB AG BA AA;&;_B;a;0;0;0;1/8;;
1580;1383;1;1;AA ed ec cA | cB AG BA AA;&;_B;a;0;0;0;1/8;;
1581;1384;1;1;DF FD DC CA | CE EC DC BB;&;^F ^C ^A;h;0;0;0;1/8;;
1582;1384;2;1;D!mark!D/F/ FD DC CA | CE EC DC BB;&;^F ^C ^A;h;0;0;0;1/8;;
1583;1385;1;1;dd cA cc BG | BB A^F GG GB;&;_B;g;0;0;0;1/8;;
1584;1386;1;1;dd cA cc BG | BB A^F GG GB;&;_B;g;0;0;0;1/8;;
1585;1387;1;1;dd cA cc BG | BB A^F GG GB;&;_B;g;0;0;0;1/8;;
1586;1388;1;1;dd cA cc BG | BB A^F GG GB;&;_B;g;0;0;0;1/8;;
1587;1389;1;1;dd cA cc =BG | =B=B A^F GG GB;&;_B;g;0;0;0;1/8;;
1588;1390;1;1;dd cA cc BG | BB A^F GG GB;&;_B;g;0;0;0;1/8;;
1589;1391;1;1;Bc ed Bc/B/ AA | cB dd cB BB;&;;h;0;0;0;1/8;;
1590;1392;1;1;dd AA BB cc | BB cA GG AA;&;;g,a;0;0;0;1/8;;
1591;1393;1;1;AA GE FD DD | EE CC DD DD;&;^F ^C;d;0;0;0;1/8;;
1592;1394;1;1;cG cc cB dB | cB dd BG cc;&;;c;0;0;0;1/8;;
1593;1394;2;1;cG cc cB dB | c!mark!B/c/ dd BG cc;&;;c;0;0;0;1/8;;
1594;1394;1;1;cB cB cB dB | cB dc BG cc;&;;c;0;0;0;1/8;;
1595;1394;1;1;cB cG ed dB | dc BA GG GG;&;;c;0;0;0;1/8;;
1596;1394;1;1;cB cG dc BG | dc BA Bc cc;&;;c;0;0;0;1/8;;
1597;1395;1;1;cG cc cB dB | cB dd BG cc;&;;c;0;0;0;1/8;;
1598;1395;2;1;cG cc cB dB | c!mark!B/c/ dd BG cc;&;;c;0;0;0;1/8;;
1599;1396;1;1;cG cc cB dB | cB dd BG cc;&;;c;0;0;0;1/8;;
1600;1396;2;1;cG cc cB dB | c!mark!B/c/ dd BG cc;&;;c;0;0;0;1/8;;
1601;1397;1;1;cG cc cB dB | cB dd BG cc;&;;c;0;0;0;1/8;;
1602;1397;2;1;cG cc cB dB | c!mark!B/c/ dd BG cc;&;;c;0;0;0;1/8;;
1603;1398;1;1;cG cc cB dB | cB dd BG cc;&;;c;0;0;0;1/8;;
1604;1398;2;1;cG cc cB dB | c!mark!B/c/ dd BG cc;&;;c;0;0;0;1/8;;
1605;1399;1;1;cG cc cB dB | cB dd BG cc;&;;c;0;0;0;1/8;;
1606;1399;2;1;cG cc cB dB | c!mark!B/c/ dd BG cc;&;;c;0;0;0;1/8;;
1607;1400;1;1;cG cc cB dB | cB dd BG cc;&;;c;0;0;0;1/8;;
1608;1400;2;1;cG cc cB dB | c!mark!B/c/ dd BG cc;&;;c;0;0;0;1/8;;
1609;1401;1;1;cG cc cB dB | cB dd BG cc;&;;c;0;0;0;1/8;;
1610;1401;2;1;cG cc cB dB | c!mark!B/c/ dd BG cc;&;;c;0;0;0;1/8;;
1611;1402;1;1;cG cc cB dB | cB dd BG cc;&;;c;0;0;0;1/8;;
1612;1402;2;1;cG cc cB dB | c!mark!B/c/ dd BG cc;&;;c;0;0;0;1/8;;
1613;1649;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1614;1650;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1615;1651;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1616;1652;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1617;1653;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1618;1654;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1619;1655;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1620;1656;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1621;1657;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1622;1658;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1623;1659;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1624;1660;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1625;1661;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1626;1662;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1627;1663;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1628;1664;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1629;1665;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1630;1666;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1631;1667;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1632;1668;1;1;BA dd cB AG | AG cB AG GG;&;;g;0;0;0;1/8;;
1633;1669;1;1;BB dd cB AA | AA cc BA GG;&;;g;0;0;0;1/8;;
1634;1826;1;1;cc cB dd BG | dc AF GG GG;&;^F;g;0;0;0;1/8;;
1635;1827;1;1;cc cB dd BG | dc AF GG GG;&;^F;g;0;0;0;1/8;;
1636;1828;1;1;cc cB dd BG | dc AF GG GG;&;^F;g;0;0;0;1/8;;
1637;1829;1;1;dB BG BA AA | cA AF GG GG;&;^F;g;0;0;0;1/8;;
1638;1830;1;1;dB BG BA AA | cA AF GG GG;&;^F;g;0;0;0;1/8;;
1639;1831;1;1;dB GG BB dB | cA FF GG GG;&;^F;g;0;0;0;1/8;;
1640;1831;2;1;dB GG !mark!AB dB | cA FF GG G!mark!B;&;^F;g;0;0;0;1/8;;
1641;1832;1;1;<2>B GG BB dB | cA FF GG GG;&;^F;g;0;0;0;1/8;;
1642;1832;2;1;<2>B GG !mark!AB dB | cA FF GG G!mark!B;&;^F;g;0;0;0;1/8;;
1643;1833;1;1;dB GG BB dB | cA FF GG GG;&;^F;g;0;0;0;1/8;;
1644;1833;2;1;dB GG !mark!AB dB | cA FF GG G!mark!B;&;^F;g;0;0;0;1/8;;
1645;1834;1;1;dB GG BB dB | cA FF GG GG;&;^F;g;0;0;0;1/8;;
1646;1834;2;1;dB GG !mark!AB dB | cA FF GG G!mark!B;&;^F;g;0;0;0;1/8;;
1647;1835;1;1;cA AF AG GE | GG AB cA AA;&;_B;f,a;0;0;0;1/8;;
1648;1835;2;1;cA AF AG G!mark!F | GG AB c!mark!B AA;&;_B;f,a;0;0;0;1/8;;
1649;1836;1;1;cA AF AG GE | GG AB cA AA;&;_B;f,a;0;0;0;1/8;;
1650;1836;2;1;cA AF AG G!mark!F | GG AB c!mark!B AA;&;_B;f,a;0;0;0;1/8;;
1651;1837;1;1;cA AF AG GE | GG AB cA AA;&;_B;f,a;0;0;0;1/8;;
1652;1837;2;1;cA AF AG G!mark!F | GG AB c!mark!B AA;&;_B;f,a;0;0;0;1/8;;
1653;1838;1;1;cA AF AG GE | GG AB cA AA;&;_B;f,a;0;0;0;1/8;;
1654;1838;2;1;cA AF AG G!mark!F | GG AB c!mark!B AA;&;_B;f,a;0;0;0;1/8;;
1655;1839;1;1;cA AF AG GE | GG AB cA AA;&;_B;f,a;0;0;0;1/8;;
1656;1839;2;1;cA AF AG G!mark!F | GG AB c!mark!B AA;&;_B;f,a;0;0;0;1/8;;
1657;1840;1;1;cA AF AG GE | GG AB cA AA;&;_B;f,a;0;0;0;1/8;;
1658;1840;2;1;cA AF AG G!mark!F | GG AB c!mark!B AA;&;_B;f,a;0;0;0;1/8;;
1659;1841;1;1;cA AF AG GE | GG AB cA AA;&;_B;f,a;0;0;0;1/8;;
1660;1841;2;1;cA AF AG G!mark!F | GG AB c!mark!B AA;&;_B;f,a;0;0;0;1/8;;
1661;1842;1;1;cA AF AG GE | GG AB cA AA;&;_B;f,a;0;0;0;1/8;;
1662;1842;2;1;cA AF AG G!mark!F | GG AB c!mark!B AA;&;_B;f,a;0;0;0;1/8;;
1663;1843;1;1;cA AF AG GE | GG AB cA AA;&;_B;f,a;0;0;0;1/8;;
1664;1843;2;1;cA AF AG G!mark!F | GG AB c!mark!B AA;&;_B;f,a;0;0;0;1/8;;
1665;1844;1;1;cA AF AG GE | GG AB cA AA;&;_B;f,a;0;0;0;1/8;;
1666;1844;2;1;cA AF AG G!mark!F | GG AB c!mark!B AA;&;_B;f,a;0;0;0;1/8;;
1667;1845;1;1;cA AF AG GE | GG AB cA AA;&;_B;f,a;0;0;0;1/8;;
1668;1845;2;1;cA AF AG G!mark!F | GG AB c!mark!B AA;&;_B;f,a;0;0;0;1/8;;
1669;1846;1;1;cA AF AG GE | GG AB cA AA;&;_B;f,a;0;0;0;1/8;;
1670;1846;2;1;cA AF AG G!mark!F | GG AB c!mark!B AA;&;_B;f,a;0;0;0;1/8;;
1671;1847;1;1;cA AF AG GE | GG AB cA AA;&;_B;f,a;0;0;0;1/8;;
1672;1847;2;1;cA AF AG G!mark!F | GG AB c!mark!B AA;&;_B;f,a;0;0;0;1/8;;
1673;1848;1;1;cA AF AG GE | GG AB cA AA;&;_B;f,a;0;0;0;1/8;;
1674;1848;2;1;cA AF AG G!mark!F | GG AB c!mark!B AA;&;_B;f,a;0;0;0;1/8;;
1675;1849;1;1;cA AF AG GE | GG AB cA AA;&;_B;f,a;0;0;0;1/8;;
1676;1849;2;1;cA AF AG G!mark!F | GG AB c!mark!B AA;&;_B;f,a;0;0;0;1/8;;
1677;1850;1;1;cA FF EG GG | BG EE FA AA;&;_B;f;0;0;0;1/8;;
1678;1851;1;1;GA BA cA FF | cc BB AG GG;&;_B;g,f;0;0;0;1/8;;
1679;1852;1;1;dd AA BB cc | BB AA GG AA;&;;g;0;0;0;1/8;;
1680;1853;1;1;cA cc BA AG | cF FA cA AG;&;_B;g,f;0;0;0;1/8;;
1681;1854;1;1;cA cc BA AG | cF FA cA AG;&;_B;g,f;0;0;0;1/8;;
1682;1882;1;1;dB dB dc AB | ed AB AG GG;&;;g;0;0;0;1/8;;
1683;1882;1;1;dB dB ed AB | ed Bd BG GG;&;;g;0;0;0;1/8;;
1684;1883;1;1;dd ed cB AG | cc dB cA AB/c/;&;;g,a;0;0;0;1/8;;
1685;1883;2;1;dd ed cB AG | cc dB cA !mark!G!mark!G;&;;g,a;0;0;0;1/8;;
1686;1884;1;1;dd ed cB AG | cc dB cA AB/c/;&;;g,a;0;0;0;1/8;;
1687;1884;2;1;dd ed cB AG | cc dB cA !mark!G!mark!G;&;;g,a;0;0;0;1/8;;
1688;1885;1;1;dd ed cB AG | cc dB cA AB/c/;&;;g,a;0;0;0;1/8;;
1689;1885;2;1;dd ed cB AG | cc dB cA !mark!G!mark!G;&;;g,a;0;0;0;1/8;;
1690;1886;1;1;"Ac c/<h"">/c cB GG | Bd dc AF FF";&;_B;f;d;0;24;1/8;;
1691;1886;1;1;Ac cB GG GG | Bd dc AF FF;&;_B;f;d;0;24;1/8;;
1692;1887;1;1;"Ac c/<h"">/c cB GG | Bd dc AF FF";&;_B;f;d;0;0;1/8;;
1693;4494;1;1;BG Gc BG GG | FD DF AG GG;&;^F;g;0;0;24;1/8;;
1694;1887;1;1;Ac cB GG GG | Bd dc AF FF;&;_B;f;d;0;0;1/8;;
1695;1888;1;1;cc dd cc AA | BB GG FF FF;&;_B;f;0;0;0;1/8;;
1696;1889;1;1;cc dd cc AA | BB GG FF FF;&;_B;f;0;0;0;1/8;;
1697;1890;1;1;cc dc cB GA | BB cB BA FA;&;_B;f;0;0;0;1/8;;
1698;1891;1;1;cc dc cB GA | BB cB BA FA;&;_B;f;0;0;0;1/8;;
1699;1892;1;1;cc dc cB GA | BB cB BA FA;&;_B;f;0;0;0;1/8;;
1700;1893;1;1;cc dc cB GA | BB cB BA FA;&;_B;f;0;0;0;1/8;;
1701;1894;1;1;cc dc cB GA | BB cB BA FA;&;_B;f;0;0;0;1/8;;
1702;1895;1;1;cc dc cB GA | BB cB BA FA;&;_B;f;0;0;0;1/8;;
1703;1896;1;1;cc dc cB GA | BB cB BA FA;&;_B;f;0;0;0;1/8;;
1704;1897;1;1;cc dc cB GA | BB cB BA FA;&;_B;f;0;0;0;1/8;;
1705;1898;1;1;cc dc cB GA | BB cB BA FA;&;_B;f;0;0;0;1/8;;
1706;1899;1;1;GA GC ED DE | FG FB, DC CC;&;;c;0;1/4=96;0;1/8;;
1707;1900;1;1;ee de cB BG | dd cd BG GG;&;;g;0;0;0;1/8;;
1708;1901;1;1;ee de cB BG | dd cd BG GG;&;;g;0;0;0;1/8;;
1709;1902;1;1;ee de cB BG | dd cd BG GG;&;;g;0;0;0;1/8;;
1710;1903;1;1;ee dd dB GB | dd AB cA GG;&;;g;0;0;0;1/8;;
1711;1904;1;1;ee dd dB GB | dd AB cA GG;&;;g;0;0;0;1/8;;
1712;1905;1;1;ee dd dB GB | dd AB cA GG;&;;g;0;0;0;1/8;;
1713;1906;1;5;cc e2 d2 | ed B2 G2 | dc A2 A/F/2 GG G2 G2;&;^F;g;0;0;0;1/8;;
1714;1906;2;5;cc e2 d2 | ed B2 G2 | dc A2 !mark!F2 GG G2 G2;&;^F;g;0;0;0;1/8;;
1715;1907;1;1;dB dd dc Ac | ec cB BG GB;&;;g;0;0;0;1/8;;
1716;1908;1;1;dB dd dc Ac | ec cB BG GB;&;;g;0;0;0;1/8;;
1717;1909;1;1;dB dd dc Ac | ec cB BG GB;&;;g;0;0;0;1/8;;
1718;1910;1;1;dB dd dc Ac | ec cB BG GB;&;;g;0;0;0;1/8;;
1719;1911;1;1;dB dd dc Ac | ec cB BG GB;&;;g;0;0;0;1/8;;
1720;1912;1;1;dB dd dc Ac | ec cB BG GB;&;;g;0;0;0;1/8;;
1721;1913;1;1;AF AF AG EG | BA FG ED DD;&;^F;d;0;0;0;1/8;;
1722;1914;1;1;dB dB dc Ac | ed Bc AG GG;&;;g;0;0;0;1/8;;
1723;1915;1;1;dd dB ee AA | cc cB dd GG;&;;g;0;0;0;1/8;;
1724;1915;2;1;dd dB ee A!mark!B | cc cB dd GG;&;;g;0;0;0;1/8;;
1725;1916;1;1;dd dB ee AA | cc cB dd GG;&;;g;0;0;0;1/8;;
1726;1916;2;1;dd dB ee A!mark!B | cc cB dd GG;&;;g;0;0;0;1/8;;
1727;1917;1;1;dd dB ee AA | cc cB dd GG;&;;g;0;0;0;1/8;;
1728;1917;2;1;dd dB ee A!mark!B | cc cB dd GG;&;;g;0;0;0;1/8;;
1729;1918;1;1;dd dB ee AA | cc cB dd GG;&;;g;0;0;0;1/8;;
1730;1918;2;1;dd dB ee A!mark!B | cc cB dd GG;&;;g;0;0;0;1/8;;
1731;1919;1;1;cA cc cA FA | dc BA AF FF;&;_B;f;0;0;0;1/8;;
1732;1920;1;1;cA cA dc Ac | cc BA FF FF;&;_B;f;0;0;0;1/8;;
1733;1921;1;1;dd <2D>c ee cA | cc AF GG GA/B/;&;^F;g;0;0;0;1/8;;
1734;1921;2;1;dd <2D>c e!mark!c cA | cc A!mark!E !mark!A!mark!A GA/B/;&;^F;g;0;0;0;1/8;;
1735;1922;1;1;dd dc ee cA | cc AF GG GA/B/;&;^F;g;0;0;0;1/8;;
1736;1922;2;1;dd dc e!mark!c cA | cc A!mark!E !mark!A!mark!A GA/B/;&;^F;g;0;0;0;1/8;;
1737;1923;1;1;dd dc ee cA | cc AF GG GA/B/;&;^F;g;0;0;0;1/8;;
1738;1923;2;1;dd dc e!mark!c cA | cc A!mark!E !mark!A!mark!A GA/B/;&;^F;g;0;0;0;1/8;;
1739;1924;1;1;dd dc ee cA | cc AF GG GA/B/;&;^F;g;0;0;0;1/8;;
1740;1924;2;1;dd dc e!mark!c cA | cc A!mark!E !mark!A!mark!A GA/B/;&;^F;g;0;0;0;1/8;;
1741;1925;1;1;dd dc ee cA | cc AF GG GA/B/;&;^F;g;0;0;0;1/8;;
1742;1925;2;1;dd dc e!mark!c cA | cc A!mark!E !mark!A!mark!A GA/B/;&;^F;g;0;0;0;1/8;;
1743;1926;1;1;dd dc ee cA | cc AF GG GA/B/;&;^F;g;0;0;0;1/8;;
1744;1926;2;1;dd dc e!mark!c cA | cc A!mark!E !mark!A!mark!A GA/B/;&;^F;g;0;0;0;1/8;;
1745;1927;1;1;AA dd AB GF | GG cc AB AA;&;_B;f,a;0;0;0;1/8;;
